Date,Day_of_Week,Day_Type,Month,Hour,Time_Slot,Time_Period,Location,Event_Note,Two_Wheelers,Cars_and_SUVs,Auto_Rickshaws,Buses_MTC_Private,Trucks_and_LCVs,Total_Vehicles,PCU_Value,Avg_Speed_kmph,Signal_Delay_sec,Congestion_Level
2024-05-11,Saturday,Weekend,May,20,20:00-21:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,359,285,76,65,14,799,747.1,14.9,156.4,Severe
2024-05-11,Saturday,Weekend,May,21,21:00-22:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,250,244,55,47,25,621,618.0,19.2,81.6,Moderate
2024-05-11,Saturday,Weekend,May,22,22:00-23:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,101,76,22,20,8,227,223.7,32.4,16.3,Free Flow
2024-05-11,Saturday,Weekend,May,23,23:00-24:00,Night,T. Nagar (Panagal Park),Regular Day,13,12,3,1,3,32,32.3,34.1,32.0,Free Flow
2024-05-12,Sunday,Weekend,May,0,00:00-01:00,Night,T. Nagar (Panagal Park),Regular Day,16,12,3,2,3,36,36.8,31.6,22.6,Free Flow
2024-05-12,Sunday,Weekend,May,1,01:00-02:00,Night,T. Nagar (Panagal Park),Regular Day,65,58,15,10,1,149,132.5,32.2,23.5,Free Flow
2024-05-12,Sunday,Weekend,May,2,02:00-03:00,Night,T. Nagar (Panagal Park),Regular Day,12,10,2,2,0,26,23.2,30.2,26.6,Free Flow
2024-05-12,Sunday,Weekend,May,3,03:00-04:00,Night,T. Nagar (Panagal Park),Regular Day,32,28,5,4,1,70,62.0,35.8,23.2,Free Flow
2024-05-12,Sunday,Weekend,May,4,04:00-05:00,Night,T. Nagar (Panagal Park),Regular Day,9,8,2,1,1,21,19.7,37.9,11.3,Free Flow
2024-05-12,Sunday,Weekend,May,5,05:00-06:00,Night,T. Nagar (Panagal Park),Regular Day,16,13,3,2,3,37,37.8,26.1,32.2,Free Flow
2024-05-12,Sunday,Weekend,May,6,06:00-07:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,83,71,18,13,8,193,186.3,31.4,12.8,Free Flow
2024-05-12,Sunday,Weekend,May,7,07:00-08:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,194,137,26,37,29,423,447.6,20.1,66.5,Light
2024-05-12,Sunday,Weekend,May,8,08:00-09:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,297,279,51,64,35,726,755.1,14.6,131.9,Heavy
2024-05-12,Sunday,Weekend,May,9,09:00-10:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,287,274,48,38,37,684,671.3,15.2,106.5,Moderate
2024-05-12,Sunday,Weekend,May,10,10:00-11:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,304,261,54,35,8,662,574.4,18.3,114.3,Moderate
2024-05-12,Sunday,Weekend,May,11,11:00-12:00,Midday,T. Nagar (Panagal Park),Regular Day,493,425,91,89,32,1130,1089.1,25.4,84.0,Severe
2024-05-12,Sunday,Weekend,May,12,12:00-13:00,Midday,T. Nagar (Panagal Park),Regular Day,548,439,87,82,95,1251,1296.2,21.5,84.5,Severe
2024-05-12,Sunday,Weekend,May,13,13:00-14:00,Midday,T. Nagar (Panagal Park),Regular Day,389,342,86,67,8,892,813.1,25.9,65.0,Severe
2024-05-12,Sunday,Weekend,May,14,14:00-15:00,Midday,T. Nagar (Panagal Park),Regular Day,536,409,93,102,54,1194,1200.8,18.7,83.0,Severe
2024-05-12,Sunday,Weekend,May,15,15:00-16:00,Midday,T. Nagar (Panagal Park),Regular Day,527,450,75,88,28,1168,1106.5,21.3,91.5,Severe
2024-05-12,Sunday,Weekend,May,16,16:00-17:00,Midday,T. Nagar (Panagal Park),Regular Day,460,432,112,66,71,1141,1140.2,21.0,68.1,Severe
2024-05-12,Sunday,Weekend,May,17,17:00-18:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,450,384,89,80,15,1018,947.4,16.6,186.4,Severe
2024-05-12,Sunday,Weekend,May,18,18:00-19:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,428,398,79,64,81,1050,1094.4,12.3,144.9,Severe
2024-05-12,Sunday,Weekend,May,19,19:00-20:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,383,326,75,60,43,887,871.5,15.6,147.7,Severe
2024-05-12,Sunday,Weekend,May,20,20:00-21:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,538,421,95,96,36,1186,1143.0,10.0,170.4,Severe
2024-05-12,Sunday,Weekend,May,21,21:00-22:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,174,163,26,22,39,424,448.6,19.7,51.8,Light
2024-05-12,Sunday,Weekend,May,22,22:00-23:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,170,144,23,20,14,371,344.8,31.0,33.2,Free Flow
2024-05-12,Sunday,Weekend,May,23,23:00-24:00,Night,T. Nagar (Panagal Park),Regular Day,19,14,3,3,3,42,43.3,26.7,31.7,Free Flow
2024-05-13,Monday,Weekday,May,0,00:00-01:00,Night,T. Nagar (Panagal Park),Regular Day,50,42,9,6,7,114,111.4,33.6,15.3,Free Flow
2024-05-13,Monday,Weekday,May,1,01:00-02:00,Night,T. Nagar (Panagal Park),Regular Day,68,51,10,10,8,147,145.0,26.3,23.3,Free Flow
2024-05-13,Monday,Weekday,May,2,02:00-03:00,Night,T. Nagar (Panagal Park),Regular Day,41,34,7,8,8,98,106.7,33.0,29.6,Free Flow
2024-05-13,Monday,Weekday,May,3,03:00-04:00,Night,T. Nagar (Panagal Park),Regular Day,70,59,10,12,12,163,172.0,33.9,24.5,Free Flow
2024-05-13,Monday,Weekday,May,4,04:00-05:00,Night,T. Nagar (Panagal Park),Regular Day,73,59,11,12,5,160,153.1,27.5,23.4,Free Flow
2024-05-13,Monday,Weekday,May,5,05:00-06:00,Night,T. Nagar (Panagal Park),Regular Day,64,52,11,8,5,140,129.6,26.8,17.5,Free Flow
2024-05-13,Monday,Weekday,May,6,06:00-07:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,122,90,25,23,18,278,289.0,35.0,29.0,Free Flow
2024-05-13,Monday,Weekday,May,7,07:00-08:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,173,151,28,24,33,409,425.3,22.7,52.3,Light
2024-05-13,Monday,Weekday,May,8,08:00-09:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,715,549,118,120,122,1624,1703.3,17.7,131.0,Severe
2024-05-13,Monday,Weekday,May,9,09:00-10:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,566,462,86,64,70,1248,1198.6,14.2,136.6,Severe
2024-05-13,Monday,Weekday,May,10,10:00-11:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,515,457,94,74,86,1226,1250.9,13.5,155.5,Severe
2024-05-13,Monday,Weekday,May,11,11:00-12:00,Midday,T. Nagar (Panagal Park),Regular Day,297,253,63,37,10,660,580.3,23.0,92.9,Moderate
2024-05-13,Monday,Weekday,May,12,12:00-13:00,Midday,T. Nagar (Panagal Park),Regular Day,369,309,58,69,57,862,906.3,23.9,95.0,Severe
2024-05-13,Monday,Weekday,May,13,13:00-14:00,Midday,T. Nagar (Panagal Park),Regular Day,351,312,67,61,48,839,854.7,24.1,96.1,Severe
2024-05-13,Monday,Weekday,May,14,14:00-15:00,Midday,T. Nagar (Panagal Park),Regular Day,216,190,44,29,24,503,483.4,19.0,80.4,Light
2024-05-13,Monday,Weekday,May,15,15:00-16:00,Midday,T. Nagar (Panagal Park),Regular Day,237,187,40,46,69,579,674.5,25.1,54.6,Light
2024-05-13,Monday,Weekday,May,16,16:00-17:00,Midday,T. Nagar (Panagal Park),Regular Day,323,251,55,40,98,767,859.5,19.1,91.6,Moderate
2024-05-13,Monday,Weekday,May,17,17:00-18:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,652,573,103,126,14,1468,1380.8,16.0,170.2,Severe
2024-05-13,Monday,Weekday,May,18,18:00-19:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,554,543,98,87,93,1375,1418.8,14.6,176.8,Severe
2024-05-13,Monday,Weekday,May,19,19:00-20:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,687,579,129,116,39,1550,1464.9,11.8,130.3,Severe
2024-05-13,Monday,Weekday,May,20,20:00-21:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,732,596,143,132,29,1632,1530.8,15.8,189.4,Severe
2024-05-13,Monday,Weekday,May,21,21:00-22:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,257,203,51,30,40,581,572.1,19.4,73.5,Light
2024-05-13,Monday,Weekday,May,22,22:00-23:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,98,87,18,20,8,231,230.8,33.1,23.3,Free Flow
2024-05-13,Monday,Weekday,May,23,23:00-24:00,Night,T. Nagar (Panagal Park),Regular Day,24,22,5,5,0,56,52.0,38.0,29.3,Free Flow
2024-05-14,Tuesday,Weekday,May,0,00:00-01:00,Night,T. Nagar (Panagal Park),Regular Day,22,19,3,2,1,47,40.8,32.1,12.0,Free Flow
2024-05-14,Tuesday,Weekday,May,1,01:00-02:00,Night,T. Nagar (Panagal Park),Regular Day,64,52,12,8,22,158,181.2,31.0,21.2,Free Flow
2024-05-14,Tuesday,Weekday,May,2,02:00-03:00,Night,T. Nagar (Panagal Park),Regular Day,18,14,3,2,4,41,42.8,29.4,35.0,Free Flow
2024-05-14,Tuesday,Weekday,May,3,03:00-04:00,Night,T. Nagar (Panagal Park),Regular Day,50,39,10,9,9,117,124.0,26.9,10.7,Free Flow
2024-05-14,Tuesday,Weekday,May,4,04:00-05:00,Night,T. Nagar (Panagal Park),Regular Day,32,24,5,5,3,69,67.0,29.8,26.2,Free Flow
2024-05-14,Tuesday,Weekday,May,5,05:00-06:00,Night,T. Nagar (Panagal Park),Regular Day,56,51,10,10,3,130,124.0,33.1,29.1,Free Flow
2024-05-14,Tuesday,Weekday,May,6,06:00-07:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,121,114,27,16,11,289,271.7,34.9,34.7,Free Flow
2024-05-14,Tuesday,Weekday,May,7,07:00-08:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,247,190,52,29,68,586,635.7,22.4,85.7,Light
2024-05-14,Tuesday,Weekday,May,8,08:00-09:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,526,390,93,81,115,1205,1296.8,15.9,135.3,Severe
2024-05-14,Tuesday,Weekday,May,9,09:00-10:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,508,454,98,57,26,1143,1015.8,16.0,148.0,Severe
2024-05-14,Tuesday,Weekday,May,10,10:00-11:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,722,587,104,121,111,1645,1706.4,14.9,152.3,Severe
2024-05-14,Tuesday,Weekday,May,11,11:00-12:00,Midday,T. Nagar (Panagal Park),Regular Day,366,310,79,61,20,836,783.4,20.3,94.0,Severe
2024-05-14,Tuesday,Weekday,May,12,12:00-13:00,Midday,T. Nagar (Panagal Park),Regular Day,293,234,57,47,19,650,612.7,21.2,83.0,Moderate
2024-05-14,Tuesday,Weekday,May,13,13:00-14:00,Midday,T. Nagar (Panagal Park),Regular Day,276,239,46,42,82,685,776.6,24.6,59.2,Moderate
2024-05-14,Tuesday,Weekday,May,14,14:00-15:00,Midday,T. Nagar (Panagal Park),Regular Day,376,271,66,41,73,827,840.6,19.2,76.4,Severe
2024-05-14,Tuesday,Weekday,May,15,15:00-16:00,Midday,T. Nagar (Panagal Park),Regular Day,247,221,48,51,9,576,553.3,20.4,85.7,Light
2024-05-14,Tuesday,Weekday,May,16,16:00-17:00,Midday,T. Nagar (Panagal Park),Regular Day,267,236,52,46,59,660,715.7,22.9,91.1,Moderate
2024-05-14,Tuesday,Weekday,May,17,17:00-18:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,559,501,101,82,85,1328,1342.1,15.4,174.2,Severe
2024-05-14,Tuesday,Weekday,May,18,18:00-19:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,583,515,121,81,13,1313,1161.1,12.0,175.1,Severe
2024-05-14,Tuesday,Weekday,May,19,19:00-20:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,526,483,118,77,74,1278,1269.8,16.6,126.2,Severe
2024-05-14,Tuesday,Weekday,May,20,20:00-21:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,796,620,171,133,63,1783,1708.6,16.6,158.9,Severe
2024-05-14,Tuesday,Weekday,May,21,21:00-22:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,181,157,38,38,30,444,474.3,20.8,69.6,Light
2024-05-14,Tuesday,Weekday,May,22,22:00-23:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,133,116,26,23,2,300,273.1,35.0,10.5,Free Flow
2024-05-14,Tuesday,Weekday,May,23,23:00-24:00,Night,T. Nagar (Panagal Park),Regular Day,71,55,11,13,14,164,178.1,30.2,15.8,Free Flow
2024-05-15,Wednesday,Weekday,May,0,00:00-01:00,Night,T. Nagar (Panagal Park),Regular Day,72,58,12,14,18,174,197.2,33.2,31.8,Free Flow
2024-05-15,Wednesday,Weekday,May,1,01:00-02:00,Night,T. Nagar (Panagal Park),Regular Day,59,50,13,11,2,135,126.3,31.6,30.7,Free Flow
2024-05-15,Wednesday,Weekday,May,2,02:00-03:00,Night,T. Nagar (Panagal Park),Regular Day,65,57,9,7,4,142,127.9,30.6,25.0,Free Flow
2024-05-15,Wednesday,Weekday,May,3,03:00-04:00,Night,T. Nagar (Panagal Park),Regular Day,18,16,3,3,3,43,44.8,30.4,19.1,Free Flow
2024-05-15,Wednesday,Weekday,May,4,04:00-05:00,Night,T. Nagar (Panagal Park),Regular Day,14,12,1,2,0,29,25.6,27.5,22.1,Free Flow
2024-05-15,Wednesday,Weekday,May,5,05:00-06:00,Night,T. Nagar (Panagal Park),Regular Day,55,47,9,10,9,130,136.9,27.7,11.0,Free Flow
2024-05-15,Wednesday,Weekday,May,6,06:00-07:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,104,74,18,13,20,229,235.8,30.1,32.4,Free Flow
2024-05-15,Wednesday,Weekday,May,7,07:00-08:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,238,205,46,43,5,537,495.6,19.5,76.1,Light
2024-05-15,Wednesday,Weekday,May,8,08:00-09:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,636,550,142,94,14,1436,1277.2,13.8,107.5,Severe
2024-05-15,Wednesday,Weekday,May,9,09:00-10:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,536,431,95,86,133,1281,1413.0,16.5,133.7,Severe
2024-05-15,Wednesday,Weekday,May,10,10:00-11:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,634,559,97,116,14,1420,1324.2,18.7,155.5,Severe
2024-05-15,Wednesday,Weekday,May,11,11:00-12:00,Midday,T. Nagar (Panagal Park),Regular Day,450,362,90,88,27,1017,986.0,20.8,89.5,Severe
2024-05-15,Wednesday,Weekday,May,12,12:00-13:00,Midday,T. Nagar (Panagal Park),Regular Day,375,286,57,63,91,872,969.7,22.1,95.8,Severe
2024-05-15,Wednesday,Weekday,May,13,13:00-14:00,Midday,T. Nagar (Panagal Park),Regular Day,332,320,54,56,58,820,860.4,21.7,93.2,Severe
2024-05-15,Wednesday,Weekday,May,14,14:00-15:00,Midday,T. Nagar (Panagal Park),Regular Day,308,245,63,62,78,756,856.8,18.4,92.6,Severe
2024-05-15,Wednesday,Weekday,May,15,15:00-16:00,Midday,T. Nagar (Panagal Park),Regular Day,289,263,53,56,54,715,769.3,19.1,64.9,Moderate
2024-05-15,Wednesday,Weekday,May,16,16:00-17:00,Midday,T. Nagar (Panagal Park),Regular Day,243,206,45,37,5,536,480.5,25.7,76.0,Moderate
2024-05-15,Wednesday,Weekday,May,17,17:00-18:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,738,675,170,136,29,1748,1641.0,13.9,167.3,Severe
2024-05-15,Wednesday,Weekday,May,18,18:00-19:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,633,566,113,114,25,1451,1367.3,11.7,181.3,Severe
2024-05-15,Wednesday,Weekday,May,19,19:00-20:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,609,577,147,107,58,1498,1464.7,16.9,142.0,Severe
2024-05-15,Wednesday,Weekday,May,20,20:00-21:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,590,509,91,112,123,1425,1563.6,11.8,127.4,Severe
2024-05-15,Wednesday,Weekday,May,21,21:00-22:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,283,210,55,52,27,627,621.5,24.0,61.2,Moderate
2024-05-15,Wednesday,Weekday,May,22,22:00-23:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,113,84,23,15,9,244,226.3,35.3,12.5,Free Flow
2024-05-15,Wednesday,Weekday,May,23,23:00-24:00,Night,T. Nagar (Panagal Park),Regular Day,65,55,15,14,12,161,174.5,36.7,25.1,Free Flow
2024-05-16,Thursday,Weekday,May,0,00:00-01:00,Night,T. Nagar (Panagal Park),Regular Day,35,32,6,4,3,80,74.1,27.5,34.8,Free Flow
2024-05-16,Thursday,Weekday,May,1,01:00-02:00,Night,T. Nagar (Panagal Park),Regular Day,36,34,6,4,6,86,85.6,27.7,33.8,Free Flow
2024-05-16,Thursday,Weekday,May,2,02:00-03:00,Night,T. Nagar (Panagal Park),Regular Day,10,8,2,2,2,24,26.2,37.4,10.4,Free Flow
2024-05-16,Thursday,Weekday,May,3,03:00-04:00,Night,T. Nagar (Panagal Park),Regular Day,35,30,5,4,5,79,77.5,27.8,32.8,Free Flow
2024-05-16,Thursday,Weekday,May,4,04:00-05:00,Night,T. Nagar (Panagal Park),Regular Day,62,54,12,10,1,139,125.2,35.2,11.6,Free Flow
2024-05-16,Thursday,Weekday,May,5,05:00-06:00,Night,T. Nagar (Panagal Park),Regular Day,40,31,7,5,3,86,79.2,37.3,19.6,Free Flow
2024-05-16,Thursday,Weekday,May,6,06:00-07:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,115,108,20,15,17,275,273.5,37.9,25.8,Free Flow
2024-05-16,Thursday,Weekday,May,7,07:00-08:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,215,200,36,36,34,521,539.1,21.9,54.7,Light
2024-05-16,Thursday,Weekday,May,8,08:00-09:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,758,668,111,138,16,1691,1575.6,17.5,113.8,Severe
2024-05-16,Thursday,Weekday,May,9,09:00-10:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,658,551,131,110,173,1623,1807.6,12.9,123.1,Severe
2024-05-16,Thursday,Weekday,May,10,10:00-11:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,624,481,100,104,122,1431,1531.0,15.2,118.9,Severe
2024-05-16,Thursday,Weekday,May,11,11:00-12:00,Midday,T. Nagar (Panagal Park),Regular Day,260,207,49,42,12,570,528.4,22.3,58.7,Light
2024-05-16,Thursday,Weekday,May,12,12:00-13:00,Midday,T. Nagar (Panagal Park),Regular Day,254,212,60,37,70,633,696.0,23.9,69.3,Moderate
2024-05-16,Thursday,Weekday,May,13,13:00-14:00,Midday,T. Nagar (Panagal Park),Regular Day,303,228,41,39,61,672,704.1,23.6,84.2,Moderate
2024-05-16,Thursday,Weekday,May,14,14:00-15:00,Midday,T. Nagar (Panagal Park),Regular Day,273,193,42,40,48,596,618.7,22.5,89.7,Moderate
2024-05-16,Thursday,Weekday,May,15,15:00-16:00,Midday,T. Nagar (Panagal Park),Regular Day,356,298,55,42,46,797,773.0,24.6,68.5,Severe
2024-05-16,Thursday,Weekday,May,16,16:00-17:00,Midday,T. Nagar (Panagal Park),Regular Day,278,238,51,43,6,616,554.6,21.1,70.9,Moderate
2024-05-16,Thursday,Weekday,May,17,17:00-18:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,507,391,81,93,144,1216,1404.1,13.6,176.2,Severe
2024-05-16,Thursday,Weekday,May,18,18:00-19:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,957,759,137,137,204,2194,2342.7,11.2,172.7,Severe
2024-05-16,Thursday,Weekday,May,19,19:00-20:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,848,716,121,116,56,1857,1728.6,11.2,143.9,Severe
2024-05-16,Thursday,Weekday,May,20,20:00-21:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,596,473,96,86,57,1308,1257.6,12.3,132.6,Severe
2024-05-16,Thursday,Weekday,May,21,21:00-22:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,287,261,63,47,8,666,607.3,21.8,62.8,Moderate
2024-05-16,Thursday,Weekday,May,22,22:00-23:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,121,98,17,15,37,288,324.7,33.7,24.7,Free Flow
2024-05-16,Thursday,Weekday,May,23,23:00-24:00,Night,T. Nagar (Panagal Park),Regular Day,57,52,10,6,8,133,128.5,28.6,32.7,Free Flow
2024-05-17,Friday,Weekday,May,0,00:00-01:00,Night,T. Nagar (Panagal Park),Regular Day,49,38,7,6,13,113,123.7,32.8,27.1,Free Flow
2024-05-17,Friday,Weekday,May,1,01:00-02:00,Night,T. Nagar (Panagal Park),Regular Day,40,29,5,7,5,86,88.0,29.8,10.8,Free Flow
2024-05-17,Friday,Weekday,May,2,02:00-03:00,Night,T. Nagar (Panagal Park),Regular Day,17,14,3,2,3,39,39.3,35.9,28.2,Free Flow
2024-05-17,Friday,Weekday,May,3,03:00-04:00,Night,T. Nagar (Panagal Park),Regular Day,59,45,11,12,10,137,147.1,34.8,11.7,Free Flow
2024-05-17,Friday,Weekday,May,4,04:00-05:00,Night,T. Nagar (Panagal Park),Regular Day,55,47,9,10,1,122,112.9,27.8,18.0,Free Flow
2024-05-17,Friday,Weekday,May,5,05:00-06:00,Night,T. Nagar (Panagal Park),Regular Day,64,61,15,8,8,156,150.0,27.8,17.1,Free Flow
2024-05-17,Friday,Weekday,May,6,06:00-07:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,140,116,24,25,43,348,404.4,33.0,29.7,Light
2024-05-17,Friday,Weekday,May,7,07:00-08:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,220,193,31,28,9,481,432.6,20.9,62.2,Light
2024-05-17,Friday,Weekday,May,8,08:00-09:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,465,374,83,86,143,1151,1343.3,15.2,151.8,Severe
2024-05-17,Friday,Weekday,May,9,09:00-10:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,704,577,127,142,183,1733,1980.2,16.8,111.7,Severe
2024-05-17,Friday,Weekday,May,10,10:00-11:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,624,524,127,120,23,1418,1341.2,16.3,112.5,Severe
2024-05-17,Friday,Weekday,May,11,11:00-12:00,Midday,T. Nagar (Panagal Park),Regular Day,415,334,78,64,42,933,906.3,20.3,89.8,Severe
2024-05-17,Friday,Weekday,May,12,12:00-13:00,Midday,T. Nagar (Panagal Park),Regular Day,285,231,56,41,92,705,806.1,24.7,90.8,Moderate
2024-05-17,Friday,Weekday,May,13,13:00-14:00,Midday,T. Nagar (Panagal Park),Regular Day,212,185,34,41,43,515,563.4,18.4,58.7,Light
2024-05-17,Friday,Weekday,May,14,14:00-15:00,Midday,T. Nagar (Panagal Park),Regular Day,304,277,50,44,21,696,654.0,25.7,69.0,Moderate
2024-05-17,Friday,Weekday,May,15,15:00-16:00,Midday,T. Nagar (Panagal Park),Regular Day,273,240,50,38,10,611,550.5,21.0,84.0,Moderate
2024-05-17,Friday,Weekday,May,16,16:00-17:00,Midday,T. Nagar (Panagal Park),Regular Day,283,230,52,45,61,671,720.7,18.5,89.4,Moderate
2024-05-17,Friday,Weekday,May,17,17:00-18:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,727,636,108,119,43,1633,1550.3,11.8,136.9,Severe
2024-05-17,Friday,Weekday,May,18,18:00-19:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,767,690,151,161,53,1822,1806.1,10.6,168.0,Severe
2024-05-17,Friday,Weekday,May,19,19:00-20:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,848,750,126,169,18,1911,1810.6,15.2,155.1,Severe
2024-05-17,Friday,Weekday,May,20,20:00-21:00,Evening Peak,T. Nagar (Panagal Park),Regular Day,506,433,111,85,121,1256,1370.6,11.6,124.8,Severe
2024-05-17,Friday,Weekday,May,21,21:00-22:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,267,230,51,48,48,644,682.1,21.7,62.5,Moderate
2024-05-17,Friday,Weekday,May,22,22:00-23:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,117,93,25,21,24,280,301.5,32.3,15.1,Free Flow
2024-05-17,Friday,Weekday,May,23,23:00-24:00,Night,T. Nagar (Panagal Park),Regular Day,19,15,4,3,3,44,44.9,29.4,31.3,Free Flow
2024-05-18,Saturday,Weekend,May,0,00:00-01:00,Night,T. Nagar (Panagal Park),Regular Day,59,50,12,7,3,131,116.7,30.1,16.8,Free Flow
2024-05-18,Saturday,Weekend,May,1,01:00-02:00,Night,T. Nagar (Panagal Park),Regular Day,62,56,11,12,11,152,162.6,36.8,34.7,Free Flow
2024-05-18,Saturday,Weekend,May,2,02:00-03:00,Night,T. Nagar (Panagal Park),Regular Day,43,33,6,6,13,101,115.1,30.3,16.2,Free Flow
2024-05-18,Saturday,Weekend,May,3,03:00-04:00,Night,T. Nagar (Panagal Park),Regular Day,28,24,5,3,2,62,56.0,36.6,26.3,Free Flow
2024-05-18,Saturday,Weekend,May,4,04:00-05:00,Night,T. Nagar (Panagal Park),Regular Day,22,19,3,3,4,51,52.8,35.0,19.5,Free Flow
2024-05-18,Saturday,Weekend,May,5,05:00-06:00,Night,T. Nagar (Panagal Park),Regular Day,26,22,3,3,3,57,54.8,31.8,34.0,Free Flow
2024-05-18,Saturday,Weekend,May,6,06:00-07:00,Off-Peak,T. Nagar (Panagal Park),Regular Day,165,131,26,23,23,368,367.1,36.3,13.7,Light
2024-05-18,Saturday,Weekend,May,7,07:00-08:00,Shoulder Hour,T. Nagar (Panagal Park),Regular Day,193,177,41,36,15,462,451.1,20.7,74.4,Light
2024-05-18,Saturday,Weekend,May,8,08:00-09:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,290,255,55,44,12,656,601.0,17.0,93.4,Moderate
2024-05-18,Saturday,Weekend,May,9,09:00-10:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,320,294,67,59,8,748,695.2,12.0,136.6,Severe
2024-05-18,Saturday,Weekend,May,10,10:00-11:00,Morning Peak,T. Nagar (Panagal Park),Regular Day,335,298,60,57,34,784,774.5,16.7,144.7,Heavy
2024-05-18,Saturday,Weekend,May,11,11:00-12:00,Midday,T. Nagar (Panagal Park),Regular Day,607,462,102,75,97,1343,1342.7,24.7,78.2,Severe
2024-05-18,Saturday,Weekend,May,12,12:00-13:00,Midday,T. Nagar (Panagal Park),Regular Day,504,419,102,72,147,1244,1389.2,20.7,83.8,Severe
2024-05-18,Saturday,Weekend,May,13,13:00-14:00,Midday,T. Nagar (Panagal Park),Regular Day,563,485,110,97,118,1373,1477.5,23.6,73.9,Severe
2024-05-18,Saturday,Weekend,May,14,14:00-15:00,Midday,T. Nagar (Panagal Park),Regular Day,453,410,78,54,40,1035,965.3,21.3,79.7,Severe
2024-05-18,Saturday,Weekend,May,15,15:00-16:00,Midday,T. Nagar (Panagal Park),Regular Day,506,419,77,86,25,1113,1051.2,18.2,79.3,Severe
2024-05-18,Saturday,Weekend,May,16,16:00-17:00,Midday,T. Nagar (Panagal Park),Regular Day,500,419,79,85,29,1112,1058.4,24.1,79.4,Severe
